claim_id,season,plan_name,event_type,plan_base_premium,plan_max_payout,gps_zone_match,claim_velocity_7d,historical_zone_presence,time_since_event_seconds,platform_activity_during_event,claimed_amount,claimed_amount_ratio,prior_rejections_90d,is_fraud
CLM_03774,winter,standard,Poor AQI,79.0,2000.0,1,1,0.7465,1033,0.7713,1346.21,0.6731,0,0
CLM_01255,winter,nano,Platform Outage,25.0,500.0,1,0,0.7969,1435,0.8567,295.14,0.5903,0,0
CLM_04520,winter,standard,Heatwave,79.0,2000.0,0,3,0.5473,20,0.0538,1951.77,0.9759,2,1
CLM_00230,monsoon,standard,Poor AQI,79.0,2000.0,1,1,0.703,1569,0.7983,837.96,0.419,0,0
CLM_03276,summer,basic,Platform Outage,49.0,1000.0,1,1,0.9209,9223,0.8047,324.79,0.3248,0,0
CLM_03230,festival,standard,Platform Outage,79.0,2000.0,1,0,0.7075,11755,0.7312,904.72,0.4524,1,0
CLM_00691,festival,nano,Platform Outage,25.0,500.0,1,1,0.837,10300,0.9068,337.5,0.675,1,0
CLM_02754,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.4753,1930,0.3802,1045.01,0.2986,0,0
CLM_04863,monsoon,basic,Poor AQI,49.0,1000.0,0,3,0.0254,20,0.01,727.16,0.7272,1,1
CLM_00969,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.4303,480,0.712,384.7,0.3847,0,0
CLM_00633,festival,standard,Poor AQI,79.0,2000.0,1,1,0.6401,18791,0.7456,966.22,0.4831,0,0
CLM_04092,summer,standard,Heatwave,79.0,2000.0,1,2,0.6439,8289,0.7298,1127.3,0.5636,0,0
CLM_04077,summer,basic,Poor AQI,49.0,1000.0,1,0,0.8711,480,0.8353,320.58,0.3206,0,0
CLM_01321,festival,nano,Heavy Rain,25.0,500.0,1,1,0.5765,11221,0.7405,101.42,0.2028,0,0
CLM_01831,summer,basic,Platform Outage,49.0,1000.0,1,1,0.714,29026,0.7078,398.07,0.3981,0,0
CLM_02178,festival,nano,Platform Outage,25.0,500.0,1,1,0.6919,51279,0.476,281.87,0.5637,0,0
CLM_01417,summer,premium,Heatwave,99.0,3500.0,1,0,0.8113,14569,0.9394,1901.79,0.5434,0,0
CLM_01782,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.7892,5998,0.3825,271.63,0.2716,0,0
CLM_04715,festival,nano,Heavy Rain,25.0,500.0,0,6,0.4285,28,0.293,407.12,0.8142,2,1
CLM_04701,winter,nano,Heavy Rain,25.0,500.0,0,7,0.242,123,0.1618,368.14,0.7363,3,1
CLM_04118,summer,standard,Poor AQI,79.0,2000.0,1,1,0.4034,14899,0.8215,1130.98,0.5655,0,0
CLM_01652,winter,nano,Heavy Rain,25.0,500.0,1,1,0.9063,2933,0.8902,101.08,0.2022,0,0
CLM_01483,summer,basic,Heatwave,49.0,1000.0,1,0,0.6117,1051,0.7735,524.65,0.5246,1,0
CLM_02275,summer,premium,Poor AQI,99.0,3500.0,1,0,0.5692,16187,0.9773,2072.14,0.592,0,0
CLM_00877,summer,premium,Heatwave,99.0,3500.0,1,0,0.8503,8597,0.8786,1111.13,0.3175,0,0
CLM_03525,festival,basic,Poor AQI,49.0,1000.0,1,0,0.6105,1619,0.5137,320.69,0.3207,0,0
CLM_02016,summer,basic,Heatwave,49.0,1000.0,1,3,0.5859,480,0.8029,482.0,0.482,0,0
CLM_00426,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.9038,1561,0.8757,231.34,0.4627,2,0
CLM_00626,festival,nano,Platform Outage,25.0,500.0,1,1,0.8609,13211,0.3255,150.29,0.3006,0,0
CLM_01589,summer,premium,Platform Outage,99.0,3500.0,1,0,0.8017,18579,0.7837,790.63,0.2259,1,0
CLM_02223,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.6436,6838,0.7029,1333.67,0.6668,0,0
CLM_02217,monsoon,standard,Platform Outage,79.0,2000.0,1,1,0.6782,480,0.3351,1091.01,0.5455,1,0
CLM_04483,winter,standard,Poor AQI,79.0,2000.0,1,1,0.6309,11980,0.8132,937.26,0.4686,0,0
CLM_01485,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.8685,16404,0.5329,1576.06,0.4503,0,0
CLM_01739,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.5812,480,0.8826,1684.37,0.4812,0,0
CLM_02480,winter,nano,Platform Outage,25.0,500.0,1,2,0.7833,10607,0.7022,141.59,0.2832,0,0
CLM_02584,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.8868,10748,0.6068,600.8,0.6008,0,0
CLM_02893,festival,premium,Platform Outage,99.0,3500.0,1,1,0.9357,11128,0.5706,2156.23,0.6161,1,0
CLM_00149,festival,nano,Platform Outage,25.0,500.0,1,1,0.8361,17520,0.7754,107.18,0.2144,0,0
CLM_00676,monsoon,premium,Poor AQI,99.0,3500.0,1,0,0.4542,6444,0.6999,1581.48,0.4519,0,0
CLM_01261,festival,nano,Heavy Rain,25.0,500.0,0,1,0.8834,4878,0.5724,249.56,0.4991,0,0
CLM_04917,festival,nano,Heavy Rain,25.0,500.0,1,3,0.0358,1284,0.1675,369.57,0.7391,0,1
CLM_00012,winter,premium,Heavy Rain,99.0,3500.0,1,2,0.7964,7053,0.7362,1239.4,0.3541,0,0
CLM_01833,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.836,2334,0.3745,668.86,0.6689,0,0
CLM_03248,summer,basic,Poor AQI,49.0,1000.0,1,0,0.7642,4751,0.6958,443.29,0.4433,0,0
CLM_01491,festival,basic,Poor AQI,49.0,1000.0,1,0,0.5761,5877,0.6296,267.29,0.2673,0,0
CLM_02727,summer,basic,Heatwave,49.0,1000.0,1,0,0.7945,2616,0.5235,538.19,0.5382,1,0
CLM_03686,monsoon,premium,Heavy Rain,99.0,3500.0,1,1,0.8523,6257,0.8429,1357.75,0.3879,0,0
CLM_01424,festival,standard,Heavy Rain,79.0,2000.0,1,1,0.8439,903,0.6218,1125.81,0.5629,0,0
CLM_04605,festival,basic,Poor AQI,49.0,1000.0,0,3,0.0784,146,0.1964,916.11,0.9161,2,1
CLM_04595,winter,nano,Platform Outage,25.0,500.0,1,7,0.0225,111,0.0452,445.71,0.8914,0,1
CLM_00731,festival,basic,Platform Outage,49.0,1000.0,1,1,0.8453,6792,0.6233,315.49,0.3155,0,0
CLM_01231,monsoon,basic,Poor AQI,49.0,1000.0,1,2,0.6395,7889,0.6707,227.86,0.2279,1,0
CLM_01634,winter,nano,Heavy Rain,25.0,500.0,1,1,0.5801,9747,0.8044,179.59,0.3592,0,0
CLM_03936,winter,nano,Heavy Rain,25.0,500.0,1,1,0.674,13352,0.4719,177.84,0.3557,1,0
CLM_01210,winter,nano,Platform Outage,25.0,500.0,1,1,0.7508,1694,0.8241,284.08,0.5682,1,0
CLM_03268,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.5992,12942,0.7323,200.48,0.2005,0,0
CLM_01934,summer,standard,Heatwave,79.0,2000.0,1,1,0.6704,3768,0.8443,391.2,0.1956,0,0
CLM_00553,festival,premium,Platform Outage,99.0,3500.0,1,1,0.9194,7677,0.7488,1177.08,0.3363,0,0
CLM_00491,festival,nano,Heavy Rain,25.0,500.0,1,0,0.7478,583,0.659,267.7,0.5354,0,0
CLM_02962,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.9463,1784,0.6676,485.93,0.243,1,0
CLM_02329,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.908,2563,0.527,216.72,0.4334,0,0
CLM_02195,monsoon,nano,Platform Outage,25.0,500.0,1,3,0.6481,9480,0.2791,99.94,0.1999,0,0
CLM_03064,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.8744,2264,0.3108,206.54,0.4131,0,0
CLM_00657,festival,standard,Poor AQI,79.0,2000.0,1,1,0.5773,20141,0.8158,1216.54,0.6083,0,0
CLM_02374,winter,basic,Platform Outage,49.0,1000.0,1,1,0.6943,26360,0.8501,533.76,0.5338,1,0
CLM_02225,festival,standard,Platform Outage,79.0,2000.0,1,1,0.6723,1987,0.4361,1329.32,0.6647,1,0
CLM_04264,monsoon,premium,Platform Outage,99.0,3500.0,1,0,0.8077,1431,0.9005,2138.77,0.6111,0,0
CLM_01170,monsoon,nano,Heavy Rain,25.0,500.0,1,2,0.3862,1106,0.4078,217.34,0.4347,0,0
CLM_00132,summer,standard,Poor AQI,79.0,2000.0,1,1,0.8803,480,0.4575,1174.85,0.5874,0,0
CLM_00471,winter,nano,Platform Outage,25.0,500.0,1,0,0.8329,14388,0.8886,225.52,0.451,0,0
CLM_03225,summer,nano,Heavy Rain,25.0,500.0,1,0,0.8396,480,0.5917,308.26,0.6165,0,0
CLM_01405,festival,premium,Heavy Rain,99.0,3500.0,1,1,0.6839,1333,0.8054,2378.9,0.6797,0,0
CLM_02876,festival,nano,Heavy Rain,25.0,500.0,1,2,0.7743,8329,0.8164,268.54,0.5371,0,0
CLM_04504,winter,standard,Platform Outage,79.0,2000.0,0,8,0.3967,336,0.1023,1865.98,0.933,1,1
CLM_04692,festival,premium,Platform Outage,99.0,3500.0,0,7,0.1379,196,0.3963,3316.54,0.9476,3,1
CLM_02826,monsoon,standard,Platform Outage,79.0,2000.0,1,0,0.8336,3691,0.5794,1026.67,0.5133,1,0
CLM_00287,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.9623,1420,0.7206,468.52,0.2343,0,0
CLM_01869,monsoon,premium,Poor AQI,99.0,3500.0,1,0,0.7189,14332,0.8348,2194.27,0.6269,0,0
CLM_03114,summer,nano,Heavy Rain,25.0,500.0,1,2,0.8599,15282,0.4204,251.56,0.5031,0,0
CLM_03625,festival,basic,Platform Outage,49.0,1000.0,1,1,0.823,4757,0.9489,245.32,0.2453,0,0
CLM_02312,summer,nano,Heavy Rain,25.0,500.0,0,1,0.8092,3592,0.952,111.33,0.2227,0,0
CLM_04923,monsoon,standard,Poor AQI,79.0,2000.0,0,6,0.0351,646,0.4291,1700.93,0.8505,4,1
CLM_01618,festival,nano,Platform Outage,25.0,500.0,1,1,0.5872,4548,0.8431,135.34,0.2707,1,0
CLM_00994,festival,basic,Poor AQI,49.0,1000.0,1,0,0.5394,2988,0.76,674.5,0.6745,0,0
CLM_01803,winter,basic,Heatwave,49.0,1000.0,1,1,0.7505,10140,0.7918,504.52,0.5045,0,0
CLM_02642,summer,basic,Heatwave,49.0,1000.0,1,2,0.6962,15886,0.6121,269.49,0.2695,0,0
CLM_04802,festival,premium,Heavy Rain,99.0,3500.0,0,6,0.0567,75,0.2273,3278.21,0.9366,0,1
CLM_03535,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.7164,3561,0.2591,454.03,0.454,0,0
CLM_04831,monsoon,basic,Heavy Rain,49.0,1000.0,0,5,0.5718,152,0.621,900.44,0.9004,2,1
CLM_03911,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.9524,2226,0.8633,2028.18,0.5795,0,0
CLM_02107,winter,nano,Platform Outage,25.0,500.0,1,4,0.7912,2330,0.7324,290.15,0.5803,0,0
CLM_03044,summer,basic,Poor AQI,49.0,1000.0,1,2,0.9198,23686,0.7455,405.69,0.4057,0,0
CLM_00416,festival,basic,Heavy Rain,49.0,1000.0,1,2,0.7897,3896,0.4881,407.28,0.4073,1,0
CLM_00977,summer,premium,Heatwave,99.0,3500.0,1,1,0.5403,1193,0.9009,2304.08,0.6583,0,0
CLM_02417,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.6049,480,0.6779,479.56,0.2398,0,0
CLM_00505,summer,nano,Heavy Rain,25.0,500.0,1,2,0.7156,2097,0.6189,128.88,0.2578,0,0
CLM_04152,monsoon,premium,Poor AQI,99.0,3500.0,1,0,0.8499,6886,0.7933,2331.85,0.6662,0,0
CLM_04255,festival,premium,Platform Outage,99.0,3500.0,0,1,0.7784,1145,0.583,2216.24,0.6332,1,0
CLM_03941,monsoon,standard,Platform Outage,79.0,2000.0,1,0,0.8356,10008,0.556,930.94,0.4655,0,0
CLM_00414,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.7023,10356,0.6516,1125.04,0.5625,0,0
CLM_04148,festival,nano,Heavy Rain,25.0,500.0,1,0,0.6393,2778,0.8288,251.15,0.5023,0,0
CLM_01183,monsoon,premium,Platform Outage,99.0,3500.0,1,0,0.7286,13333,0.4542,1536.99,0.4391,1,0
CLM_00485,festival,basic,Platform Outage,49.0,1000.0,1,0,0.8217,1289,0.8761,187.64,0.1876,0,0
CLM_00893,festival,basic,Platform Outage,49.0,1000.0,1,1,0.7831,7957,0.7091,623.48,0.6235,0,0
CLM_00805,festival,premium,Heavy Rain,99.0,3500.0,1,1,0.7726,1915,0.9043,2349.93,0.6714,0,0
CLM_00555,festival,nano,Platform Outage,25.0,500.0,1,1,0.6876,2712,0.6691,326.69,0.6534,0,0
CLM_03825,winter,premium,Heatwave,99.0,3500.0,1,0,0.8897,480,0.9157,985.12,0.2815,0,0
CLM_01197,monsoon,standard,Poor AQI,79.0,2000.0,1,0,0.9174,5770,0.7021,1265.67,0.6328,0,0
CLM_04253,festival,basic,Poor AQI,49.0,1000.0,1,1,0.8845,7003,0.766,583.72,0.5837,0,0
CLM_04058,monsoon,nano,Heavy Rain,25.0,500.0,1,2,0.9453,18412,0.7364,229.4,0.4588,0,0
CLM_01293,monsoon,basic,Platform Outage,49.0,1000.0,1,1,0.7327,607,0.7066,215.19,0.2152,0,0
CLM_02221,summer,standard,Heatwave,79.0,2000.0,1,0,0.7532,13544,0.6063,896.8,0.4484,0,0
CLM_03504,festival,nano,Platform Outage,25.0,500.0,1,2,0.7347,8015,0.6101,128.98,0.258,0,0
CLM_03654,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.8065,9774,0.7544,654.99,0.3275,0,0
CLM_04758,monsoon,premium,Heavy Rain,99.0,3500.0,0,3,0.1829,73,0.4318,2856.96,0.8163,3,1
CLM_03006,summer,basic,Heatwave,49.0,1000.0,1,0,0.8338,4203,0.7788,195.77,0.1958,0,0
CLM_02093,monsoon,premium,Platform Outage,99.0,3500.0,1,0,0.782,14150,0.6913,1692.52,0.4836,0,0
CLM_02187,monsoon,standard,Poor AQI,79.0,2000.0,1,2,0.5684,11615,0.8116,1011.0,0.5055,0,0
CLM_03036,summer,standard,Poor AQI,79.0,2000.0,1,0,0.8561,17801,0.8124,800.17,0.4001,0,0
CLM_03918,winter,standard,Heavy Rain,79.0,2000.0,1,1,0.6425,2613,0.6558,414.9,0.2074,0,0
CLM_01272,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.9192,8795,0.6052,256.45,0.5129,2,0
CLM_00290,festival,nano,Heavy Rain,25.0,500.0,1,1,0.4997,3425,0.3727,309.68,0.6194,0,0
CLM_04827,festival,standard,Heavy Rain,79.0,2000.0,0,8,0.1275,20,0.027,1480.04,0.74,2,1
CLM_00252,summer,basic,Heatwave,49.0,1000.0,1,2,0.9322,14331,0.7132,594.47,0.5945,0,0
CLM_03245,summer,basic,Platform Outage,49.0,1000.0,1,0,0.8702,12350,0.4647,612.43,0.6124,0,0
CLM_00350,summer,standard,Heatwave,79.0,2000.0,1,0,0.5118,33638,0.8118,521.33,0.2607,0,0
CLM_01187,summer,nano,Heavy Rain,25.0,500.0,1,0,0.8623,8748,0.8633,157.47,0.3149,0,0
CLM_01961,summer,standard,Heatwave,79.0,2000.0,1,0,0.5526,22087,0.8786,426.06,0.213,0,0
CLM_00422,summer,standard,Poor AQI,79.0,2000.0,1,0,0.5637,24014,0.7055,969.78,0.4849,0,0
CLM_00090,festival,premium,Poor AQI,99.0,3500.0,1,1,0.8195,20267,0.7732,2327.16,0.6649,0,0
CLM_03729,winter,standard,Poor AQI,79.0,2000.0,1,0,0.8779,8754,0.893,820.95,0.4105,0,0
CLM_02236,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.7025,13410,0.7865,835.84,0.4179,0,0
CLM_00670,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.6537,3586,0.9015,303.86,0.6077,1,0
CLM_03040,summer,nano,Platform Outage,25.0,500.0,1,0,0.8325,20048,0.4755,199.84,0.3997,0,0
CLM_00026,monsoon,premium,Poor AQI,99.0,3500.0,1,1,0.7004,480,0.7427,2370.11,0.6772,0,0
CLM_00429,monsoon,standard,Platform Outage,79.0,2000.0,1,1,0.832,5896,0.4385,827.92,0.414,0,0
CLM_00683,summer,basic,Heatwave,49.0,1000.0,0,0,0.8266,7901,0.7977,337.56,0.3376,0,0
CLM_04463,summer,standard,Poor AQI,79.0,2000.0,1,0,0.9654,6517,0.7381,631.42,0.3157,0,0
CLM_03945,winter,basic,Heatwave,49.0,1000.0,1,0,0.7563,32554,0.6279,663.87,0.6639,0,0
CLM_03523,monsoon,basic,Platform Outage,49.0,1000.0,1,2,0.5248,7667,0.8774,649.08,0.6491,0,0
CLM_01541,summer,standard,Poor AQI,79.0,2000.0,1,0,0.8958,1057,0.9232,1251.43,0.6257,0,0
CLM_02031,festival,standard,Platform Outage,79.0,2000.0,1,1,0.8734,699,0.6284,727.61,0.3638,0,0
CLM_02232,festival,basic,Platform Outage,49.0,1000.0,1,0,0.7258,17883,0.754,328.15,0.3281,0,0
CLM_04120,winter,standard,Heavy Rain,79.0,2000.0,1,1,0.6813,6194,0.8218,851.95,0.426,0,0
CLM_03235,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.4218,1794,0.821,646.1,0.6461,1,0
CLM_00254,summer,premium,Platform Outage,99.0,3500.0,1,0,0.6556,3665,0.629,1491.61,0.4262,0,0
CLM_01029,monsoon,premium,Platform Outage,99.0,3500.0,1,1,0.8865,3894,0.8812,1668.85,0.4768,0,0
CLM_04392,summer,basic,Platform Outage,49.0,1000.0,1,1,0.8327,7540,0.6689,635.13,0.6351,0,0
CLM_03800,summer,standard,Poor AQI,79.0,2000.0,1,0,0.7158,23115,0.6313,365.34,0.1827,0,0
CLM_04310,festival,standard,Platform Outage,79.0,2000.0,1,0,0.8752,2531,0.7625,832.95,0.4165,0,0
CLM_02509,summer,basic,Platform Outage,49.0,1000.0,1,0,0.6035,3626,0.8641,444.18,0.4442,0,0
CLM_02292,winter,premium,Heavy Rain,99.0,3500.0,1,1,0.5413,10286,0.8348,2043.12,0.5837,0,0
CLM_01323,festival,nano,Platform Outage,25.0,500.0,1,0,0.6008,2117,0.5714,94.42,0.1888,0,0
CLM_01550,summer,standard,Heatwave,79.0,2000.0,1,1,0.9431,17643,0.6594,1025.28,0.5126,0,0
CLM_04647,monsoon,premium,Platform Outage,99.0,3500.0,0,2,0.0507,20,0.1768,2830.22,0.8086,1,1
CLM_00315,monsoon,premium,Heavy Rain,99.0,3500.0,1,2,0.6951,3569,0.4576,1378.08,0.3937,0,0
CLM_01242,festival,standard,Poor AQI,79.0,2000.0,1,0,0.8348,8512,0.7992,886.24,0.4431,0,0
CLM_02450,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.6246,5337,0.7468,455.51,0.4555,0,0
CLM_01578,festival,basic,Heavy Rain,49.0,1000.0,1,0,0.3994,1171,0.71,511.37,0.5114,0,0
CLM_04625,monsoon,standard,Heavy Rain,79.0,2000.0,1,6,0.0849,314,0.1545,1720.11,0.8601,3,1
CLM_03116,festival,standard,Poor AQI,79.0,2000.0,1,0,0.9157,1981,0.8994,562.38,0.2812,0,0
CLM_00069,winter,standard,Platform Outage,79.0,2000.0,1,1,0.7934,10020,0.8607,1352.76,0.6764,0,0
CLM_00859,winter,nano,Platform Outage,25.0,500.0,1,1,0.588,3387,0.7296,138.26,0.2765,0,0
CLM_02753,summer,nano,Platform Outage,25.0,500.0,1,1,0.4966,4310,0.7745,93.8,0.1876,0,0
CLM_01632,winter,premium,Heavy Rain,99.0,3500.0,1,0,0.9551,1798,0.587,729.49,0.2084,0,0
CLM_01650,festival,basic,Platform Outage,49.0,1000.0,1,1,0.5939,3116,0.4919,513.34,0.5133,0,0
CLM_03860,festival,basic,Platform Outage,49.0,1000.0,1,0,0.456,2139,0.9721,482.19,0.4822,0,0
CLM_03106,monsoon,premium,Heavy Rain,99.0,3500.0,0,0,0.8229,4197,0.84,1390.71,0.3973,0,0
CLM_01074,winter,basic,Heatwave,49.0,1000.0,1,1,0.797,18846,0.4329,210.64,0.2106,0,0
CLM_04001,festival,nano,Heavy Rain,25.0,500.0,1,0,0.7088,1440,0.7607,223.35,0.4467,0,0
CLM_00787,festival,standard,Platform Outage,79.0,2000.0,1,0,0.7058,9780,0.8183,964.09,0.482,0,0
CLM_02605,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.4976,4368,0.1403,478.47,0.4785,2,0
CLM_03630,winter,premium,Heavy Rain,99.0,3500.0,1,1,0.7121,1735,0.6521,1074.45,0.307,0,0
CLM_02121,festival,nano,Heavy Rain,25.0,500.0,1,3,0.79,935,0.9483,106.17,0.2123,0,0
CLM_01874,summer,basic,Heatwave,49.0,1000.0,1,0,0.7148,7661,0.309,644.72,0.6447,0,0
CLM_00811,festival,basic,Poor AQI,49.0,1000.0,0,0,0.7423,3777,0.4179,190.45,0.1904,0,0
CLM_00387,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.4404,1039,0.9041,459.76,0.2299,0,0
CLM_02882,summer,basic,Heatwave,49.0,1000.0,1,1,0.5942,3714,0.7248,607.04,0.607,0,0
CLM_01175,monsoon,nano,Platform Outage,25.0,500.0,1,2,0.7862,15023,0.793,194.8,0.3896,0,0
CLM_03197,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.5287,26940,0.6193,567.79,0.5678,0,0
CLM_02623,summer,standard,Heatwave,79.0,2000.0,1,1,0.7121,9085,0.6384,1125.0,0.5625,0,0
CLM_01351,summer,standard,Heatwave,79.0,2000.0,1,1,0.7622,32969,0.5246,1349.59,0.6748,0,0
CLM_00410,winter,standard,Heavy Rain,79.0,2000.0,1,0,0.6714,1513,0.8463,1039.88,0.5199,0,0
CLM_04212,festival,basic,Heavy Rain,49.0,1000.0,1,1,0.4753,9376,0.8716,555.22,0.5552,0,0
CLM_00109,winter,standard,Platform Outage,79.0,2000.0,1,1,0.9074,5985,0.7527,719.68,0.3598,0,0
CLM_04995,summer,premium,Poor AQI,99.0,3500.0,0,7,0.5332,174,0.289,3186.12,0.9103,1,1
CLM_03429,summer,basic,Heatwave,49.0,1000.0,1,1,0.7957,45044,0.4179,365.57,0.3656,0,0
CLM_02809,summer,nano,Heavy Rain,25.0,500.0,1,0,0.6523,9596,0.5081,102.81,0.2056,1,0
CLM_02594,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.7663,7663,0.7376,328.23,0.6565,0,0
CLM_02836,monsoon,premium,Heavy Rain,99.0,3500.0,1,1,0.5107,22162,0.6558,1121.76,0.3205,1,0
CLM_02372,winter,nano,Heavy Rain,25.0,500.0,0,0,0.4311,3207,0.5721,146.8,0.2936,0,0
CLM_01235,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.8252,4316,0.8099,523.89,0.5239,1,0
CLM_02146,summer,standard,Heatwave,79.0,2000.0,1,2,0.8418,21334,0.9413,1121.62,0.5608,0,0
CLM_04975,monsoon,standard,Heavy Rain,79.0,2000.0,1,6,0.2158,31,0.1641,1974.79,0.9874,2,1
CLM_00599,festival,standard,Platform Outage,79.0,2000.0,1,0,0.6876,16530,0.7026,492.35,0.2462,0,0
CLM_01434,winter,nano,Heavy Rain,25.0,500.0,1,1,0.8765,9596,0.8797,240.98,0.482,0,0
CLM_04996,monsoon,premium,Platform Outage,99.0,3500.0,1,7,0.0116,195,0.6652,3358.31,0.9595,1,1
CLM_00538,summer,basic,Platform Outage,49.0,1000.0,1,2,0.5919,31202,0.9777,347.26,0.3473,0,0
CLM_00721,festival,basic,Platform Outage,49.0,1000.0,1,0,0.6209,2011,0.6553,542.04,0.542,1,0
CLM_04410,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.6765,31477,0.5903,192.65,0.3853,1,0
CLM_01872,festival,premium,Heavy Rain,99.0,3500.0,0,0,0.8368,1679,0.9183,630.75,0.1802,0,0
CLM_02845,festival,standard,Platform Outage,79.0,2000.0,1,1,0.5764,14022,0.8474,507.91,0.254,0,0
CLM_02053,monsoon,basic,Platform Outage,49.0,1000.0,1,1,0.5774,1184,0.3771,332.27,0.3323,0,0
CLM_02907,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.8402,480,0.832,474.45,0.4744,0,0
CLM_02254,monsoon,nano,Heavy Rain,25.0,500.0,1,2,0.6952,2136,0.5259,97.82,0.1956,0,0
CLM_03912,summer,basic,Poor AQI,49.0,1000.0,1,0,0.6198,1852,0.9088,546.04,0.546,0,0
CLM_00177,festival,standard,Platform Outage,79.0,2000.0,1,2,0.7445,12236,0.5872,681.93,0.341,2,0
CLM_02890,winter,nano,Heavy Rain,25.0,500.0,1,0,0.7401,7821,0.8791,339.11,0.6782,0,0
CLM_03673,festival,nano,Heavy Rain,25.0,500.0,0,0,0.9118,6976,0.6992,188.92,0.3778,0,0
CLM_00080,festival,premium,Platform Outage,99.0,3500.0,1,0,0.8016,11685,0.9113,2145.97,0.6131,0,0
CLM_02561,summer,nano,Platform Outage,25.0,500.0,1,1,0.7758,4616,0.6762,131.47,0.2629,0,0
CLM_01723,summer,standard,Heatwave,79.0,2000.0,1,0,0.6048,2458,0.4912,410.4,0.2052,0,0
CLM_01617,summer,basic,Heatwave,49.0,1000.0,0,0,0.7275,6003,0.7358,194.29,0.1943,0,0
CLM_01654,summer,basic,Heatwave,49.0,1000.0,1,0,0.5881,12153,0.6798,301.38,0.3014,0,0
CLM_02328,summer,basic,Platform Outage,49.0,1000.0,1,2,0.5144,11203,0.847,291.35,0.2913,0,0
CLM_04613,festival,standard,Heavy Rain,79.0,2000.0,0,4,0.1442,219,0.2031,1746.58,0.8733,1,1
CLM_00221,summer,standard,Platform Outage,79.0,2000.0,1,0,0.8343,7793,0.844,604.11,0.3021,0,0
CLM_00093,summer,nano,Heavy Rain,25.0,500.0,1,1,0.9056,6815,0.8799,180.18,0.3604,0,0
CLM_02609,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.6316,3106,0.6748,360.6,0.3606,0,0
CLM_03382,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.2815,1863,0.812,174.75,0.3495,0,0
CLM_04415,festival,basic,Platform Outage,49.0,1000.0,1,2,0.4054,2819,0.8433,583.68,0.5837,0,0
CLM_01397,summer,nano,Platform Outage,25.0,500.0,1,0,0.7133,480,0.6423,246.74,0.4935,0,0
CLM_04686,monsoon,premium,Platform Outage,99.0,3500.0,0,4,0.1217,64,0.3856,2909.06,0.8312,2,1
CLM_01292,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.8577,4726,0.897,489.16,0.4892,0,0
CLM_02164,monsoon,standard,Platform Outage,79.0,2000.0,1,0,0.4233,480,0.8639,1008.85,0.5044,1,0
CLM_02939,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.7531,4317,0.6968,1200.19,0.6001,1,0
CLM_03668,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.6812,480,0.8619,347.01,0.347,0,0
CLM_00812,monsoon,basic,Heavy Rain,49.0,1000.0,1,2,0.9284,2235,0.7641,404.38,0.4044,0,0
CLM_01258,festival,nano,Platform Outage,25.0,500.0,1,1,0.5904,4613,0.9616,116.97,0.2339,0,0
CLM_00889,monsoon,premium,Poor AQI,99.0,3500.0,1,2,0.5061,6551,0.6454,734.89,0.21,0,0
CLM_01451,summer,basic,Platform Outage,49.0,1000.0,1,0,0.8243,10851,0.6997,236.38,0.2364,1,0
CLM_03316,festival,basic,Platform Outage,49.0,1000.0,1,0,0.9199,20799,0.4804,217.9,0.2179,0,0
